,Unnamed: 0,time,input,ticks,velocity,position,time_diff,position_diff,calculated_velocity,noisy_velocity,window_2,window_4,window_6,window_8
5257,5257,1631.163231784,-6430,-23247,-86.91209138617508,-924.9469496021221,0.010072552999872642,-0.8753315649869364,-86.9026516909868,-86.97652144081975,-83.10755586550326,-83.87912444929825,-83.6404144617339,-84.01764180241855
5258,5258,1631.173291211,-6420,-23268,-83.07367086026818,-925.7824933687002,0.010059427000214782,-0.8355437665780983,-83.06077140976899,-83.22347190185566,-85.09999667133773,-83.99567052672319,-83.68186593895489,-83.57156007371242
5259,5259,1631.183462461,-6410,-23289,-82.13708483278369,-926.6180371352785,0.010171249999984866,-0.8355437665783256,-82.14759902465958,-81.94534000160263,-82.58440595172917,-82.84598090861618,-83.44755161677521,-83.37641233423271
5260,5260,1631.193573607,-6400,-23311,-86.56872891662815,-927.4933687002653,0.010111145999871951,-0.875331564986709,-86.57095496373945,-86.44570089063653,-84.19552044611962,-84.64775855872864,-84.06228716652198,-83.81027956574606
5261,5261,1631.203680221,-6390,-23332,-82.66657075482186,-928.3289124668435,0.010106614000051195,-0.8355437665782119,-82.67296708610614,-82.75086902825814,-84.59828495944737,-83.59134545558824,-83.43008225889324,-83.73523495244325
5262,5262,1631.213789753,-6380,-23353,-82.66614545729793,-929.1644562334218,0.010109531999887622,-0.8355437665783256,-82.649104487489,-82.62186234782364,-82.68636568804092,-83.44094306708024,-83.99396093516606,-83.71830679690171
5263,5263,1631.223884128,-6370,-23371,-70.93345130320161,-929.8806366047745,0.010094375000107902,-0.7161803713527206,-70.94846103350282,-70.9067145245207,-76.7642884361722,-80.68128669780975,-81.31565978244954,-81.76363380321297
5264,5264,1631.234056367,-6360,-23388,-66.49465814617213,-930.557029177719,0.010172238999984984,-0.6763925729444509,-66.49397177410493,-66.37486318862759,-68.64078885657418,-75.6635772723075,-78.50755833024488,-80.15566791551808
5265,5265,1631.244193815,-6350,-23404,-62.80153458548748,-931.1936339522547,0.010137448000023142,-0.6366047745357264,-62.7973405668047,-62.87920106947071,-64.62703212904918,-70.69566028261065,-75.32986850822289,-77.14350286909945
5266,5266,1631.254320585,-6340,-23420,-62.86549300180869,-931.8302387267904,0.010126769999942553,-0.6366047745357264,-62.86355615258742,-62.75434547418918,-62.81677327182997,-65.72878106420204,-71.38130927214833,-74.58486206564115
5267,5267,1631.264469595,-6330,-23435,-58.79909960869143,-932.4270557029179,0.010149010000077396,-0.5968169761274567,-58.80543778387304,-58.860228314293735,-60.807286894241486,-62.717159511645306,-67.39953581982093,-71.69922310472754
5268,5268,1631.274626522,-6320,-23451,-62.67690754636842,-933.0636604774536,0.010156927000025462,-0.6366047745357264,-62.67690754636028,-62.810493786777144,-60.83536105053547,-61.82606716118269,-64.0976410596465,-68.7448222167451
